GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1500000US360050004003,360050004003,"Block Group 3, Census Tract 4, Bronx County, New York",1363,273,632,177,488,154,144,97,66,48,50,69,28,43,0,12,0,12,709,207,275,132,0,12,404,165,30,32,0,12,0,12,0,12,22,36,0,12,0,12,0,12
1500000US360050004004,360050004004,"Block Group 4, Census Tract 4, Bronx County, New York",265,143,156,126,141,123,15,24,15,24,0,12,0,12,0,12,0,12,109,66,37,42,0,12,65,50,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050016001,360050016001,"Block Group 1, Census Tract 16, Bronx County, New York",800,220,294,108,241,101,53,44,45,39,0,12,0,12,0,12,8,16,444,196,235,148,0,12,209,140,0,12,0,12,0,12,0,12,0,12,50,51,12,16,0,12
1500000US360050016002,360050016002,"Block Group 2, Census Tract 16, Bronx County, New York",286,131,95,98,70,92,25,38,25,38,0,12,0,12,0,12,0,12,169,103,51,48,0,12,118,95,0,12,0,12,0,12,0,12,0,12,22,36,0,12,0,12
1500000US360050016003,360050016003,"Block Group 3, Census Tract 16, Bronx County, New York",215,89,99,66,21,23,78,63,48,45,0,12,30,46,0,12,0,12,108,61,76,49,0,12,32,39,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12
1500000US360050016004,360050016004,"Block Group 4, Census Tract 16, Bronx County, New York",469,162,369,153,293,139,76,86,36,41,40,46,0,12,0,12,0,12,82,67,54,51,0,12,28,43,0,12,0,12,0,12,0,12,0,12,0,12,18,28,0,12
1500000US360050019000,360050019000,"Block Group 0, Census Tract 19, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050019001,360050019001,"Block Group 1, Census Tract 19, Bronx County, New York",553,114,168,70,102,53,66,36,40,39,24,24,2,4,0,12,0,12,292,89,3,6,0,12,255,92,34,34,0,12,5,8,0,12,5,8,36,34,6,9,41,35
1500000US360050019002,360050019002,"Block Group 2, Census Tract 19, Bronx County, New York",15,21,15,21,0,12,15,21,15,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050019003,360050019003,"Block Group 3, Census Tract 19, Bronx County, New York",333,146,17,20,17,20,0,12,0,12,0,12,0,12,0,12,0,12,286,150,72,49,0,12,214,123,0,12,0,12,0,12,0,12,0,12,8,14,0,12,22,22
1500000US360050019004,360050019004,"Block Group 4, Census Tract 19, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050019005,360050019005,"Block Group 5, Census Tract 19, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050020001,360050020001,"Block Group 1, Census Tract 20, Bronx County, New York",465,323,100,85,100,85,0,12,0,12,0,12,0,12,0,12,0,12,365,258,120,144,0,12,245,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050020002,360050020002,"Block Group 2, Census Tract 20, Bronx County, New York",574,187,146,82,92,63,54,61,24,39,30,47,0,12,0,12,0,12,428,165,155,99,0,12,251,128,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050020003,360050020003,"Block Group 3, Census Tract 20, Bronx County, New York",564,221,42,42,26,31,16,27,16,27,0,12,0,12,0,12,0,12,426,224,287,201,0,12,139,92,0,12,0,12,0,12,0,12,0,12,96,71,0,12,0,12
1500000US360050020004,360050020004,"Block Group 4, Census Tract 20, Bronx County, New York",512,241,121,115,83,95,38,47,13,20,25,43,0,12,0,12,0,12,377,228,235,169,0,12,142,180,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12
1500000US360050020005,360050020005,"Block Group 5, Census Tract 20, Bronx County, New York",140,107,75,75,47,63,28,35,0,12,19,31,9,17,0,12,0,12,25,28,13,20,0,12,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,61
1500000US360050020006,360050020006,"Block Group 6, Census Tract 20, Bronx County, New York",327,205,138,92,77,65,61,77,38,70,23,39,0,12,0,12,0,12,189,181,0,12,0,12,189,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050023001,360050023001,"Block Group 1, Census Tract 23, Bronx County, New York",465,144,82,72,82,72,0,12,0,12,0,12,0,12,0,12,0,12,295,123,25,40,26,41,244,102,0,12,0,12,0,12,0,12,0,12,38,47,0,12,50,45
1500000US360050023002,360050023002,"Block Group 2, Census Tract 23, Bronx County, New York",171,116,42,43,42,43,0,12,0,12,0,12,0,12,0,12,0,12,117,87,0,12,0,12,117,87,0,12,0,12,0,12,0,12,0,12,1,2,0,12,11,16
1500000US360050023003,360050023003,"Block Group 3, Census Tract 23, Bronx County, New York",545,202,80,80,80,80,0,12,0,12,0,12,0,12,0,12,0,12,421,155,124,78,0,12,297,129,0,12,0,12,0,12,0,12,5,9,39,52,0,12,0,12
1500000US360050024000,360050024000,"Block Group 0, Census Tract 24, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050024001,360050024001,"Block Group 1, Census Tract 24, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050025001,360050025001,"Block Group 1, Census Tract 25, Bronx County, New York",344,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,237,103,47,55,0,12,190,95,0,12,0,12,0,12,0,12,31,50,76,62,0,12,0,12
1500000US360050025002,360050025002,"Block Group 2, Census Tract 25, Bronx County, New York",319,191,99,100,68,63,31,46,31,46,0,12,0,12,0,12,0,12,201,107,14,25,0,12,187,99,0,12,0,12,0,12,0,12,0,12,19,32,0,12,0,12
1500000US360050025003,360050025003,"Block Group 3, Census Tract 25, Bronx County, New York",472,212,45,41,45,41,0,12,0,12,0,12,0,12,0,12,0,12,292,163,24,35,0,12,268,161,0,12,0,12,0,12,0,12,13,21,122,95,0,12,0,12
1500000US360050025004,360050025004,"Block Group 4, Census Tract 25, Bronx County, New York",285,128,39,42,39,42,0,12,0,12,0,12,0,12,0,12,0,12,217,110,41,37,0,12,176,111,0,12,0,12,0,12,0,12,0,12,29,35,0,12,0,12
1500000US360050025005,360050025005,"Block Group 5, Census Tract 25, Bronx County, New York",215,108,64,65,23,28,41,64,41,64,0,12,0,12,0,12,0,12,133,88,0,12,0,12,133,88,0,12,0,12,0,12,0,12,0,12,12,17,0,12,6,14
1500000US360050027011,360050027011,"Block Group 1, Census Tract 27.01, Bronx County, New York",491,169,91,64,81,62,10,20,0,12,0,12,10,20,0,12,0,12,311,163,77,63,0,12,231,150,3,9,0,12,0,12,0,12,0,12,83,78,0,12,6,14
1500000US360050027012,360050027012,"Block Group 2, Census Tract 27.01, Bronx County, New York",590,156,107,73,72,64,35,34,35,34,0,12,0,12,0,12,0,12,440,144,80,57,0,12,360,125,0,12,0,12,0,12,0,12,0,12,43,45,0,12,0,12
1500000US360050027021,360050027021,"Block Group 1, Census Tract 27.02, Bronx County, New York",579,185,87,82,40,43,47,69,0,12,47,69,0,12,0,12,0,12,426,181,96,98,26,41,304,136,0,12,0,12,0,12,0,12,0,12,66,57,0,12,0,12
1500000US360050027022,360050027022,"Block Group 2, Census Tract 27.02, Bronx County, New York",310,214,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,310,214,0,12,7,15,253,214,50,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050027023,360050027023,"Block Group 3, Census Tract 27.02, Bronx County, New York",378,124,12,18,12,18,0,12,0,12,0,12,0,12,0,12,0,12,290,98,21,26,0,12,247,102,22,35,0,12,7,21,0,12,12,19,48,49,0,12,9,12
1500000US360050027024,360050027024,"Block Group 4, Census Tract 27.02, Bronx County, New York",177,113,28,34,28,34,0,12,0,12,0,12,0,12,0,12,0,12,139,103,0,12,0,12,139,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16
1500000US360050028000,360050028000,"Block Group 0, Census Tract 28, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050028001,360050028001,"Block Group 1, Census Tract 28, Bronx County, New York",571,254,271,185,187,152,84,131,84,131,0,12,0,12,0,12,0,12,283,134,71,69,0,12,212,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,28
1500000US360050028002,360050028002,"Block Group 2, Census Tract 28, Bronx County, New York",881,295,325,139,257,127,68,52,53,43,15,26,0,12,0,12,0,12,482,236,150,158,0,12,245,117,87,84,0,12,0,12,0,12,0,12,33,36,12,20,29,45
1500000US360050028003,360050028003,"Block Group 3, Census Tract 28, Bronx County, New York",648,229,265,154,214,127,51,61,51,61,0,12,0,12,0,12,0,12,351,164,57,61,0,12,294,139,0,12,0,12,0,12,0,12,0,12,32,52,0,12,0,12
1500000US360050028004,360050028004,"Block Group 4, Census Tract 28, Bronx County, New York",686,246,227,117,215,117,12,20,12,20,0,12,0,12,0,12,0,12,424,170,159,104,0,12,265,139,0,12,0,12,0,12,0,12,0,12,35,53,0,12,0,12
1500000US360050031001,360050031001,"Block Group 1, Census Tract 31, Bronx County, New York",549,101,160,53,160,53,0,12,0,12,0,12,0,12,0,12,0,12,329,108,58,41,20,27,223,99,28,36,0,12,9,14,0,12,0,12,31,32,0,12,20,29
1500000US360050033001,360050033001,"Block Group 1, Census Tract 33, Bronx County, New York",267,122,89,63,75,49,14,25,14,25,0,12,0,12,0,12,0,12,115,69,13,19,0,12,102,59,0,12,0,12,0,12,0,12,0,12,46,45,0,12,17,19
1500000US360050033002,360050033002,"Block Group 2, Census Tract 33, Bronx County, New York",490,147,31,28,31,28,0,12,0,12,0,12,0,12,0,12,0,12,431,155,103,79,0,12,328,129,0,12,0,12,0,12,0,12,0,12,28,32,0,12,0,12
1500000US360050033003,360050033003,"Block Group 3, Census Tract 33, Bronx County, New York",451,155,64,55,64,55,0,12,0,12,0,12,0,12,0,12,0,12,326,152,35,33,0,12,264,149,27,45,0,12,0,12,0,12,0,12,45,40,0,12,16,21
1500000US360050035001,360050035001,"Block Group 1, Census Tract 35, Bronx County, New York",331,169,110,85,110,85,0,12,0,12,0,12,0,12,0,12,0,12,161,104,0,12,0,12,112,89,49,62,0,12,0,12,0,12,0,12,28,35,0,12,32,40
1500000US360050035002,360050035002,"Block Group 2, Census Tract 35, Bronx County, New York",340,147,14,24,14,24,0,12,0,12,0,12,0,12,0,12,0,12,310,139,69,55,12,18,222,121,7,12,0,12,0,12,0,12,0,12,0,12,0,12,16,27
1500000US360050035003,360050035003,"Block Group 3, Census Tract 35, Bronx County, New York",556,176,136,85,110,65,26,32,26,32,0,12,0,12,0,12,0,12,337,146,83,67,24,38,230,123,0,12,0,12,0,12,0,12,15,26,68,62,0,12,0,12
1500000US360050037001,360050037001,"Block Group 1, Census Tract 37, Bronx County, New York",52,42,5,8,5,8,0,12,0,12,0,12,0,12,0,12,0,12,47,42,15,23,0,12,32,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050038001,360050038001,"Block Group 1, Census Tract 38, Bronx County, New York",364,113,207,121,123,79,84,83,31,35,0,12,53,77,0,12,0,12,136,68,54,50,0,12,76,43,6,9,0,12,3,6,0,12,0,12,14,15,0,12,4,7
1500000US360050039001,360050039001,"Block Group 1, Census Tract 39, Bronx County, New York",449,185,50,48,30,40,20,32,0,12,0,12,20,32,0,12,0,12,289,155,75,64,0,12,197,116,17,33,0,12,0,12,0,12,0,12,110,102,0,12,0,12
1500000US360050039002,360050039002,"Block Group 2, Census Tract 39, Bronx County, New York",599,404,16,25,16,25,0,12,0,12,0,12,0,12,0,12,0,12,557,402,32,50,0,12,525,395,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,40
1500000US360050039003,360050039003,"Block Group 3, Census Tract 39, Bronx County, New York",209,152,49,68,49,68,0,12,0,12,0,12,0,12,0,12,0,12,145,94,53,70,0,12,92,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,16
1500000US360050039004,360050039004,"Block Group 4, Census Tract 39, Bronx County, New York",322,150,78,67,78,67,0,12,0,12,0,12,0,12,0,12,0,12,230,140,14,23,0,12,216,136,0,12,0,12,0,12,0,12,0,12,5,12,0,12,9,14
1500000US360050039005,360050039005,"Block Group 5, Census Tract 39, Bronx County, New York",541,260,77,61,65,59,12,20,12,20,0,12,0,12,0,12,0,12,309,178,7,18,0,12,302,177,0,12,0,12,0,12,0,12,0,12,155,145,0,12,0,12
1500000US360050040011,360050040011,"Block Group 1, Census Tract 40.01, Bronx County, New York",601,219,187,75,174,72,13,22,13,22,0,12,0,12,0,12,0,12,409,193,87,65,0,12,318,147,4,6,0,12,0,12,0,12,0,12,5,8,0,12,0,12
1500000US360050041001,360050041001,"Block Group 1, Census Tract 41, Bronx County, New York",593,285,12,21,12,21,0,12,0,12,0,12,0,12,0,12,0,12,432,226,95,63,0,12,327,202,10,31,0,12,0,12,0,12,0,12,139,105,0,12,10,16
1500000US360050041002,360050041002,"Block Group 2, Census Tract 41, Bronx County, New York",747,385,58,54,51,52,7,12,7,12,0,12,0,12,0,12,0,12,494,227,217,156,0,12,277,184,0,12,0,12,31,50,0,12,0,12,154,191,10,17,0,12
1500000US360050041003,360050041003,"Block Group 3, Census Tract 41, Bronx County, New York",4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050041004,360050041004,"Block Group 4, Census Tract 41, Bronx County, New York",566,186,92,59,56,46,36,40,36,40,0,12,0,12,0,12,0,12,319,142,27,33,0,12,292,132,0,12,0,12,18,21,0,12,0,12,137,73,0,12,0,12
1500000US360050042001,360050042001,"Block Group 1, Census Tract 42, Bronx County, New York",245,187,141,119,109,119,32,51,0,12,0,12,32,51,0,12,0,12,52,60,22,33,0,12,0,12,30,50,0,12,0,12,0,12,0,12,52,64,0,12,0,12
1500000US360050042002,360050042002,"Block Group 2, Census Tract 42, Bronx County, New York",551,190,41,40,41,40,0,12,0,12,0,12,0,12,0,12,0,12,337,146,183,106,0,12,154,112,0,12,0,12,0,12,0,12,0,12,88,107,0,12,85,90
1500000US360050042003,360050042003,"Block Group 3, Census Tract 42, Bronx County, New York",378,152,89,88,75,87,14,23,14,23,0,12,0,12,0,12,0,12,289,134,82,60,0,12,207,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050042004,360050042004,"Block Group 4, Census Tract 42, Bronx County, New York",295,161,131,171,131,171,0,12,0,12,0,12,0,12,0,12,0,12,135,97,62,42,0,12,73,86,0,12,0,12,0,12,0,12,0,12,29,35,0,12,0,12
1500000US360050042005,360050042005,"Block Group 5, Census Tract 42, Bronx County, New York",277,147,52,83,52,83,0,12,0,12,0,12,0,12,0,12,0,12,215,129,71,64,0,12,105,129,39,62,0,12,0,12,0,12,0,12,10,16,0,12,0,12
1500000US360050042006,360050042006,"Block Group 6, Census Tract 42, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050042007,360050042007,"Block Group 7, Census Tract 42, Bronx County, New York",228,156,50,64,50,64,0,12,0,12,0,12,0,12,0,12,0,12,155,114,96,105,0,12,59,47,0,12,0,12,0,12,0,12,0,12,23,34,0,12,0,12
1500000US360050043001,360050043001,"Block Group 1, Census Tract 43, Bronx County, New York",373,109,47,35,47,35,0,12,0,12,0,12,0,12,0,12,0,12,272,95,76,52,0,12,187,86,9,15,0,12,0,12,0,12,0,12,15,26,0,12,39,59
1500000US360050043002,360050043002,"Block Group 2, Census Tract 43, Bronx County, New York",485,195,68,81,68,81,0,12,0,12,0,12,0,12,0,12,0,12,392,166,47,58,0,12,345,147,0,12,0,12,0,12,0,12,0,12,25,32,0,12,0,12
1500000US360050043003,360050043003,"Block Group 3, Census Tract 43, Bronx County, New York",512,174,187,84,177,85,10,18,10,18,0,12,0,12,0,12,0,12,242,115,19,25,0,12,188,104,35,41,0,12,0,12,0,12,0,12,24,39,0,12,59,70
1500000US360050043004,360050043004,"Block Group 4, Census Tract 43, Bronx County, New York",340,128,35,32,19,29,16,14,16,14,0,12,0,12,0,12,0,12,239,115,98,75,0,12,141,107,0,12,0,12,0,12,0,12,0,12,61,44,5,8,0,12
1500000US360050044001,360050044001,"Block Group 1, Census Tract 44, Bronx County, New York",290,144,166,111,86,86,80,68,80,68,0,12,0,12,0,12,0,12,93,64,79,58,0,12,14,24,0,12,0,12,17,26,0,12,0,12,0,12,14,26,0,12
1500000US360050044002,360050044002,"Block Group 2, Census Tract 44, Bronx County, New York",269,296,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,241,294,37,57,0,12,204,238,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,30
1500000US360050044003,360050044003,"Block Group 3, Census Tract 44, Bronx County, New York",544,206,89,72,89,72,0,12,0,12,0,12,0,12,0,12,0,12,425,194,132,74,0,12,281,180,12,19,0,12,0,12,0,12,0,12,0,12,0,12,30,46
1500000US360050044004,360050044004,"Block Group 4, Census Tract 44, Bronx County, New York",219,96,81,72,63,69,18,29,0,12,18,29,0,12,0,12,0,12,131,68,35,31,0,12,96,60,0,12,0,12,3,9,0,12,0,12,0,12,0,12,4,10
1500000US360050046001,360050046001,"Block Group 1, Census Tract 46, Bronx County, New York",422,123,171,98,125,71,46,44,20,19,26,40,0,12,0,12,0,12,207,79,56,45,0,12,145,71,6,11,0,12,0,12,0,12,0,12,28,31,0,12,16,19
1500000US360050048001,360050048001,"Block Group 1, Census Tract 48, Bronx County, New York",665,227,76,54,68,52,8,14,0,12,8,14,0,12,0,12,0,12,479,187,63,46,0,12,416,176,0,12,0,12,0,12,0,12,0,12,41,56,0,12,69,56
1500000US360050048002,360050048002,"Block Group 2, Census Tract 48, Bronx County, New York",662,205,153,89,99,65,54,62,0,12,0,12,25,41,29,47,0,12,452,153,115,96,0,12,337,115,0,12,0,12,0,12,0,12,0,12,32,61,0,12,25,27
1500000US360050050011,360050050011,"Block Group 1, Census Tract 50.01, Bronx County, New York",841,240,107,64,97,63,10,17,10,17,0,12,0,12,0,12,0,12,720,242,149,83,11,19,560,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,25
1500000US360050050012,360050050012,"Block Group 2, Census Tract 50.01, Bronx County, New York",340,207,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,311,213,140,98,0,12,132,124,39,43,0,12,0,12,0,12,0,12,19,31,0,12,0,12
1500000US360050050013,360050050013,"Block Group 3, Census Tract 50.01, Bronx County, New York",228,82,89,60,52,48,37,41,18,31,0,12,0,12,19,28,0,12,139,66,0,12,0,12,139,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050050014,360050050014,"Block Group 4, Census Tract 50.01, Bronx County, New York",291,175,29,39,29,39,0,12,0,12,0,12,0,12,0,12,0,12,231,133,78,71,0,12,153,116,0,12,0,12,0,12,0,12,0,12,31,36,0,12,0,12
1500000US360050050021,360050050021,"Block Group 1, Census Tract 50.02, Bronx County, New York",928,314,83,65,24,28,59,55,37,43,22,36,0,12,0,12,0,12,666,256,117,96,12,19,537,226,0,12,0,12,0,12,0,12,0,12,149,170,10,15,20,22
1500000US360050050022,360050050022,"Block Group 2, Census Tract 50.02, Bronx County, New York",435,191,28,35,28,35,0,12,0,12,0,12,0,12,0,12,0,12,353,167,76,75,0,12,277,158,0,12,0,12,0,12,0,12,0,12,54,87,0,12,0,12
1500000US360050050023,360050050023,"Block Group 3, Census Tract 50.02, Bronx County, New York",673,246,118,91,86,79,32,49,0,12,0,12,0,12,32,49,0,12,414,204,54,69,48,81,312,176,0,12,0,12,0,12,0,12,26,41,54,57,20,33,41,53
1500000US360050050024,360050050024,"Block Group 4, Census Tract 50.02, Bronx County, New York",508,232,39,48,10,18,29,45,0,12,29,45,0,12,0,12,0,12,404,174,66,62,3,7,303,161,32,49,0,12,0,12,0,12,0,12,65,60,0,12,0,12
1500000US360050051001,360050051001,"Block Group 1, Census Tract 51, Bronx County, New York",217,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,217,186,166,183,0,12,51,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050051002,360050051002,"Block Group 2, Census Tract 51, Bronx County, New York",817,211,100,89,100,89,0,12,0,12,0,12,0,12,0,12,0,12,660,170,130,71,0,12,515,154,15,24,0,12,0,12,0,12,0,12,49,47,8,16,0,12
1500000US360050051003,360050051003,"Block Group 3, Census Tract 51, Bronx County, New York",695,228,45,40,35,38,10,16,0,12,0,12,0,12,10,16,0,12,649,222,148,91,35,48,466,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,7
1500000US360050052001,360050052001,"Block Group 1, Census Tract 52, Bronx County, New York",216,83,54,39,42,36,12,16,4,7,8,14,0,12,0,12,0,12,134,64,57,46,0,12,77,46,0,12,0,12,0,12,0,12,0,12,5,8,0,12,23,27
1500000US360050052002,360050052002,"Block Group 2, Census Tract 52, Bronx County, New York",427,156,108,66,86,61,22,22,15,19,7,11,0,12,0,12,0,12,201,96,51,41,0,12,112,68,38,59,0,12,0,12,0,12,0,12,38,28,23,36,57,64
1500000US360050053001,360050053001,"Block Group 1, Census Tract 53, Bronx County, New York",441,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,417,152,143,76,0,12,222,131,52,54,0,12,24,35,0,12,0,12,0,12,0,12,0,12
